Age,BusinessTravel,department,DistanceFromHome,Education,EducationField,Gender,job_role,JobSatisfaction,MaritalStatus,monthly_income,NumCompaniesWorked,overtime,PercentSalaryHike,PerformanceRating,YearsInCurrentRole,YearsSinceLastPromotion,industry_proxy,layoff_target
35,Travel_Rarely,Research & Development,27,1,Medical,Female,Research Scientist,1,Single,2559,1,No,11,3,5,1,Technology and Services,0
36,Travel_Rarely,Sales,1,2,Life Sciences,Male,Sales Executive,4,Married,6201,1,Yes,14,3,14,4,Retail and Consumer,0
32,Travel_Rarely,Sales,13,4,Life Sciences,Male,Sales Executive,4,Divorced,4403,2,No,11,3,2,0,Retail and Consumer,0
30,Travel_Frequently,Research & Development,5,4,Life Sciences,Male,Research Scientist,4,Divorced,3761,9,No,12,3,4,0,Technology and Services,0
53,Travel_Rarely,Sales,7,2,Marketing,Female,Sales Executive,4,Married,10934,7,Yes,18,3,2,0,Retail and Consumer,0
45,Travel_Rarely,Sales,9,3,Marketing,Male,Sales Executive,1,Divorced,10761,4,Yes,12,3,4,0,Retail and Consumer,0
32,Travel_Rarely,Research & Development,8,2,Medical,Female,Research Scientist,3,Married,5175,5,No,12,3,3,1,Technology and Services,0
52,Travel_Frequently,Research & Development,25,4,Medical,Female,Manufacturing Director,4,Married,13826,3,No,22,4,8,0,Technology and Services,0
37,Travel_Rarely,Sales,16,4,Marketing,Male,Sales Executive,3,Divorced,6334,4,No,19,3,0,0,Retail and Consumer,0
28,Travel_Rarely,Human Resources,8,2,Medical,Male,Human Resources,4,Divorced,4936,1,No,13,3,1,0,Professional Services,0
22,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Manufacturing Director,4,Married,4775,6,No,22,4,2,2,Technology and Services,0
44,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,Laboratory Technician,4,Married,2818,2,Yes,24,4,2,0,Technology and Services,0
42,Travel_Frequently,Research & Development,2,1,Medical,Male,Research Scientist,4,Single,2515,5,Yes,14,3,1,2,Technology and Services,0
36,Travel_Rarely,Human Resources,8,3,Life Sciences,Male,Human Resources,1,Married,2342,0,No,21,4,4,0,Professional Services,0
25,Travel_Rarely,Sales,3,1,Other,Male,Sales Executive,1,Married,4194,1,Yes,18,3,3,0,Retail and Consumer,0
35,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,Manufacturing Director,3,Married,10685,1,Yes,20,4,14,5,Technology and Services,0
35,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,Research Scientist,2,Divorced,2022,1,Yes,19,3,2,7,Technology and Services,0
32,Non-Travel,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,4,Divorced,2314,0,No,12,3,0,0,Technology and Services,0
25,Travel_Rarely,Sales,4,1,Marketing,Male,Sales Executive,1,Married,4256,1,No,12,3,2,0,Retail and Consumer,0
49,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Research Scientist,1,Married,3580,2,No,16,3,2,0,Technology and Services,0
24,Non-Travel,Research & Development,4,1,Life Sciences,Male,Laboratory Technician,4,Married,3162,0,No,17,3,2,3,Technology and Services,0
32,Travel_Frequently,Sales,5,2,Life Sciences,Male,Sales Executive,2,Married,6524,1,No,14,3,8,5,Retail and Consumer,0
38,Travel_Rarely,Sales,9,3,Marketing,Male,Sales Representative,2,Married,2899,0,No,19,3,2,1,Retail and Consumer,0
42,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,Laboratory Technician,4,Married,5231,2,Yes,13,3,3,1,Technology and Services,0
31,Travel_Rarely,Research & Development,11,4,Life Sciences,Male,Research Scientist,4,Married,2356,3,Yes,19,3,4,0,Technology and Services,0
29,Travel_Rarely,Sales,1,3,Medical,Female,Sales Representative,3,Divorced,2800,6,Yes,19,3,2,0,Retail and Consumer,1
53,Travel_Rarely,Sales,8,3,Marketing,Male,Sales Executive,4,Married,11836,5,No,14,3,0,2,Retail and Consumer,0
35,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,Manufacturing Director,2,Married,10903,3,No,16,3,10,4,Technology and Services,0
37,Travel_Frequently,Sales,21,2,Medical,Female,Sales Representative,4,Married,2973,5,No,15,3,4,0,Retail and Consumer,0
53,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,Research Director,4,Single,14275,6,No,18,3,9,3,Technology and Services,0
43,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Married,5562,4,No,13,3,2,2,Technology and Services,0
47,Travel_Rarely,Sales,2,2,Marketing,Female,Sales Executive,4,Married,4537,0,Yes,22,4,6,7,Retail and Consumer,0
37,Non-Travel,Sales,19,2,Medical,Male,Sales Executive,2,Single,7642,1,Yes,13,3,0,0,Retail and Consumer,0
50,Non-Travel,Research & Development,2,4,Life Sciences,Male,Manager,1,Divorced,17924,1,No,11,3,6,14,Technology and Services,0
39,Travel_Rarely,Human Resources,2,3,Life Sciences,Female,Human Resources,4,Married,5204,8,No,11,3,4,0,Professional Services,0
33,Travel_Rarely,Human Resources,3,2,Human Resources,Male,Human Resources,2,Divorced,2277,3,Yes,11,3,3,0,Professional Services,0
32,Travel_Rarely,Research & Development,25,4,Life Sciences,Male,Laboratory Technician,4,Single,2795,1,Yes,24,4,0,0,Technology and Services,0
29,Travel_Rarely,Research & Development,7,1,Medical,Female,Laboratory Technician,4,Divorced,2532,6,No,14,3,3,0,Technology and Services,0
44,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Married,2559,1,Yes,13,3,7,7,Technology and Services,0
28,Travel_Rarely,Sales,5,4,Medical,Male,Sales Executive,4,Single,4908,1,No,14,3,2,0,Retail and Consumer,0
58,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,Laboratory Technician,4,Divorced,2380,9,Yes,14,3,0,0,Technology and Services,0
43,Travel_Rarely,Research & Development,8,3,Life Sciences,Female,Manufacturing Director,2,Divorced,4765,4,No,21,4,0,0,Technology and Services,0
20,Travel_Rarely,Sales,2,3,Medical,Female,Sales Representative,3,Single,2044,1,No,13,3,2,0,Retail and Consumer,1
21,Travel_Rarely,Research & Development,18,1,Other,Female,Research Scientist,4,Single,2693,1,No,19,3,0,0,Technology and Services,0
36,Travel_Rarely,Research & Development,14,1,Life Sciences,Male,Healthcare Representative,4,Married,6586,0,Yes,17,3,8,4,Technology and Services,0
47,Travel_Rarely,Sales,2,4,Life Sciences,Female,Sales Representative,4,Single,3294,1,Yes,18,3,2,1,Retail and Consumer,0
22,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,Manufacturing Director,3,Married,4171,0,Yes,19,3,2,0,Technology and Services,0
41,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Laboratory Technician,4,Divorced,2778,4,Yes,13,3,7,1,Technology and Services,0
28,Travel_Rarely,Research & Development,9,3,Medical,Female,Research Scientist,3,Divorced,2377,5,No,18,3,2,2,Technology and Services,0
39,Travel_Rarely,Research & Development,6,3,Medical,Male,Laboratory Technician,1,Married,2404,7,Yes,21,4,2,2,Technology and Services,0
27,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Research Scientist,3,Single,2318,1,No,19,3,1,0,Technology and Services,0
34,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Laboratory Technician,2,Divorced,2008,1,No,14,3,0,1,Technology and Services,0
42,Travel_Rarely,Sales,14,2,Medical,Female,Sales Executive,3,Single,6244,7,No,17,3,4,0,Retail and Consumer,0
33,Travel_Rarely,Research & Development,1,4,Other,Male,Research Scientist,1,Single,2799,3,Yes,11,3,2,0,Technology and Services,0
58,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,Healthcare Representative,2,Divorced,10552,2,Yes,13,3,0,0,Technology and Services,0
31,Travel_Rarely,Sales,7,4,Life Sciences,Male,Sales Representative,3,Married,2329,3,No,15,3,7,5,Retail and Consumer,0
35,Travel_Rarely,Research & Development,21,1,Life Sciences,Female,Healthcare Representative,4,Married,4014,1,Yes,25,4,6,0,Technology and Services,0
49,Travel_Rarely,Research & Development,8,2,Other,Female,Laboratory Technician,2,Married,7403,4,No,11,3,9,1,Technology and Services,0
48,Travel_Rarely,Research & Development,20,4,Medical,Male,Research Scientist,3,Married,2259,4,No,17,3,0,0,Technology and Services,0
31,Non-Travel,Sales,20,2,Marketing,Female,Sales Executive,3,Married,6932,1,No,13,3,8,0,Retail and Consumer,0
36,Travel_Rarely,Research & Development,7,4,Other,Male,Research Scientist,4,Single,4678,2,No,18,3,2,0,Technology and Services,0
38,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,Research Director,1,Married,13582,1,No,13,3,12,5,Technology and Services,0
32,Non-Travel,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,2,Married,2332,6,No,20,4,0,0,Technology and Services,0
25,Travel_Rarely,Sales,19,2,Marketing,Male,Sales Representative,2,Married,2413,1,Yes,18,3,0,0,Retail and Consumer,1
40,Travel_Rarely,Sales,10,4,Marketing,Male,Sales Executive,2,Divorced,9705,2,No,12,3,0,0,Retail and Consumer,0
26,Travel_Frequently,Sales,1,3,Medical,Male,Sales Executive,1,Single,4294,1,No,12,3,7,0,Retail and Consumer,0
41,Travel_Rarely,Research & Development,6,3,Medical,Male,Laboratory Technician,1,Single,4721,2,Yes,13,3,13,2,Technology and Services,0
36,Travel_Rarely,Research & Development,2,4,Medical,Male,Laboratory Technician,3,Single,2519,4,No,21,4,8,3,Technology and Services,0
19,Travel_Rarely,Sales,21,3,Other,Male,Sales Representative,2,Single,2121,1,Yes,13,3,0,0,Retail and Consumer,1
20,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,Laboratory Technician,1,Single,2973,1,No,19,3,0,0,Technology and Services,0
31,Travel_Rarely,Research & Development,12,3,Medical,Female,Healthcare Representative,4,Married,5855,0,Yes,11,3,7,8,Technology and Services,0
40,Travel_Frequently,Research & Development,9,4,Medical,Male,Research Scientist,2,Divorced,3617,8,Yes,14,3,1,0,Technology and Services,0
32,Travel_Rarely,Research & Development,3,4,Medical,Female,Manufacturing Director,1,Married,6725,1,No,12,3,7,6,Technology and Services,0
36,Travel_Rarely,Sales,3,1,Life Sciences,Male,Sales Executive,4,Married,10325,1,Yes,11,3,7,3,Retail and Consumer,1
33,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Single,6949,0,No,14,3,0,1,Technology and Services,0
37,Travel_Rarely,Sales,1,4,Life Sciences,Male,Sales Executive,3,Married,10609,5,No,11,3,1,11,Retail and Consumer,1
45,Non-Travel,Research & Development,4,2,Life Sciences,Male,Laboratory Technician,2,Married,4447,1,No,12,3,7,0,Technology and Services,0
29,Travel_Frequently,Sales,20,3,Technical Degree,Female,Sales Representative,4,Married,2157,1,No,15,3,1,0,Retail and Consumer,0
35,Travel_Rarely,Sales,18,3,Medical,Female,Sales Executive,3,Married,4601,1,No,16,3,2,1,Retail and Consumer,0
52,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Manager,4,Married,17099,2,No,15,3,8,7,Technology and Services,0
58,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,Research Scientist,3,Single,2479,4,No,24,4,0,0,Technology and Services,0
53,Travel_Rarely,Sales,2,2,Medical,Male,Manager,3,Divorced,14852,6,No,13,3,13,15,Retail and Consumer,0
30,Travel_Rarely,Sales,8,2,Other,Male,Sales Executive,3,Divorced,7264,5,No,11,3,4,7,Retail and Consumer,0
38,Non-Travel,Sales,10,3,Technical Degree,Female,Sales Executive,4,Single,5666,1,Yes,13,3,3,1,Retail and Consumer,0
35,Travel_Rarely,Sales,3,4,Life Sciences,Male,Sales Executive,4,Divorced,7823,6,No,13,3,9,0,Retail and Consumer,0
39,Travel_Rarely,Sales,2,5,Life Sciences,Male,Sales Executive,3,Single,7880,0,No,18,3,7,0,Retail and Consumer,0
40,Non-Travel,Sales,24,3,Life Sciences,Female,Sales Executive,2,Single,13194,4,Yes,16,3,0,0,Retail and Consumer,1
47,Travel_Frequently,Research & Development,16,4,Medical,Male,Manufacturing Director,3,Divorced,5067,1,Yes,19,3,10,2,Technology and Services,0
36,Non-Travel,Sales,8,4,Technical Degree,Male,Sales Executive,4,Divorced,5079,4,No,13,3,7,0,Retail and Consumer,0
31,Non-Travel,Research & Development,9,2,Medical,Male,Research Scientist,1,Single,2321,0,Yes,22,4,2,1,Technology and Services,0
33,Non-Travel,Sales,17,3,Life Sciences,Male,Manager,3,Single,17444,1,No,11,3,8,6,Retail and Consumer,0
29,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Research Scientist,1,Single,2404,6,Yes,20,4,0,0,Technology and Services,0
33,Travel_Rarely,Research & Development,13,1,Life Sciences,Female,Research Scientist,4,Single,3452,3,No,18,3,2,0,Technology and Services,0
45,Travel_Rarely,Research & Development,1,4,Medical,Female,Laboratory Technician,4,Divorced,2270,3,No,14,3,3,0,Technology and Services,0
50,Travel_Rarely,Research & Development,1,2,Medical,Male,Research Director,4,Divorced,17399,9,No,22,4,4,1,Technology and Services,0
33,Travel_Frequently,Research & Development,1,4,Other,Female,Healthcare Representative,2,Married,5488,1,Yes,13,3,5,1,Technology and Services,0
41,Travel_Frequently,Research & Development,9,3,Medical,Male,Research Director,3,Divorced,19419,2,No,17,3,16,0,Technology and Services,0
27,Travel_Rarely,Research & Development,16,4,Technical Degree,Female,Laboratory Technician,2,Married,2811,9,No,14,3,2,2,Technology and Services,0
45,Non-Travel,Research & Development,23,2,Life Sciences,Male,Laboratory Technician,1,Married,3633,1,Yes,15,3,8,0,Technology and Services,0
47,Travel_Rarely,Sales,4,2,Life Sciences,Female,Sales Executive,4,Single,4163,1,Yes,17,3,0,0,Retail and Consumer,0
30,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,Research Scientist,3,Married,2132,4,Yes,11,3,2,0,Technology and Services,0
50,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,Manufacturing Director,3,Married,13973,3,Yes,18,3,11,1,Technology and Services,0
38,Travel_Frequently,Research & Development,10,1,Medical,Male,Research Scientist,3,Married,2684,0,No,17,3,1,0,Technology and Services,0
46,Travel_Rarely,Research & Development,7,2,Medical,Male,Manufacturing Director,3,Divorced,10845,6,No,13,3,7,0,Technology and Services,0
24,Travel_Rarely,Research & Development,17,1,Medical,Female,Manufacturing Director,3,Divorced,4377,1,No,15,3,2,3,Technology and Services,0
35,Travel_Rarely,Research & Development,14,4,Other,Male,Laboratory Technician,2,Divorced,3743,1,Yes,24,4,2,0,Technology and Services,0
31,Travel_Frequently,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,1,Married,4148,1,No,12,3,3,0,Technology and Services,0
18,Non-Travel,Research & Development,5,2,Life Sciences,Male,Research Scientist,4,Single,1359,1,No,15,3,0,0,Technology and Services,0
54,Travel_Rarely,Research & Development,17,3,Technical Degree,Female,Manufacturing Director,3,Married,10739,8,No,11,3,7,0,Technology and Services,0
35,Travel_Rarely,Research & Development,25,4,Medical,Female,Healthcare Representative,3,Divorced,10388,1,Yes,11,3,10,10,Technology and Services,0
30,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,Research Director,1,Married,11416,0,Yes,12,3,7,1,Technology and Services,0
20,Travel_Rarely,Research & Development,11,3,Medical,Female,Research Scientist,1,Single,2600,1,Yes,15,3,0,0,Technology and Services,0
30,Travel_Frequently,Research & Development,5,3,Medical,Female,Laboratory Technician,2,Single,2422,0,No,17,3,2,1,Technology and Services,0
26,Travel_Rarely,Research & Development,2,2,Medical,Male,Manufacturing Director,4,Married,5472,1,No,12,3,7,1,Technology and Services,0
22,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,Laboratory Technician,1,Married,2451,1,No,15,3,3,1,Technology and Services,0
48,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,Healthcare Representative,3,Single,4240,2,No,13,3,2,2,Technology and Services,0
48,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,3,Single,10999,7,No,14,3,11,4,Technology and Services,0
41,Travel_Rarely,Research & Development,7,2,Medical,Female,Manufacturing Director,3,Single,5003,6,No,14,3,2,2,Technology and Services,0
39,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,Manufacturing Director,4,Married,12742,1,No,16,3,6,11,Technology and Services,0
27,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,Manufacturing Director,4,Married,4227,0,No,18,3,2,2,Technology and Services,0
35,Travel_Rarely,Research & Development,10,3,Other,Male,Laboratory Technician,4,Divorced,3917,1,No,20,4,2,1,Technology and Services,0
42,Travel_Rarely,Sales,5,2,Marketing,Male,Manager,3,Married,18303,6,No,13,3,0,0,Retail and Consumer,0
50,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,4,Married,2380,4,No,18,3,0,0,Technology and Services,0
59,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Manufacturing Director,4,Single,13726,3,Yes,13,3,3,4,Technology and Services,0
37,Travel_Rarely,Research & Development,11,2,Medical,Female,Healthcare Representative,2,Married,4777,5,No,15,3,0,0,Technology and Services,0
55,Travel_Frequently,Research & Development,18,4,Medical,Male,Healthcare Representative,2,Married,6385,3,Yes,14,3,7,6,Technology and Services,0
41,Non-Travel,Research & Development,7,1,Life Sciences,Female,Research Director,3,Divorced,19626,1,No,22,4,16,5,Technology and Services,0
38,Travel_Rarely,Sales,3,4,Life Sciences,Male,Sales Executive,4,Single,6861,8,Yes,12,3,0,0,Retail and Consumer,0
26,Non-Travel,Sales,29,2,Medical,Male,Sales Executive,1,Single,4969,8,No,18,3,2,2,Retail and Consumer,1
52,Travel_Rarely,Sales,2,1,Marketing,Female,Manager,4,Married,19626,1,No,15,3,14,6,Retail and Consumer,1
44,Travel_Rarely,Sales,28,3,Medical,Female,Sales Executive,4,Married,13320,3,Yes,18,3,11,11,Retail and Consumer,0
50,Non-Travel,Sales,1,3,Life Sciences,Female,Sales Executive,3,Married,6347,0,No,12,3,7,0,Retail and Consumer,0
36,Travel_Rarely,Research & Development,16,4,Life Sciences,Female,Laboratory Technician,1,Single,2743,1,No,16,3,13,15,Technology and Services,0
39,Travel_Frequently,Research & Development,22,3,Medical,Female,Manufacturing Director,1,Single,10880,1,Yes,13,3,6,2,Technology and Services,0
33,Non-Travel,Sales,8,1,Life Sciences,Female,Sales Representative,4,Single,2342,0,No,19,3,2,2,Retail and Consumer,0
45,Travel_Rarely,Sales,11,2,Life Sciences,Female,Manager,4,Married,17650,3,No,13,3,3,1,Retail and Consumer,0
32,Non-Travel,Research & Development,29,4,Medical,Female,Laboratory Technician,3,Single,4025,9,No,12,3,7,7,Technology and Services,0
34,Travel_Rarely,Sales,1,4,Marketing,Male,Sales Executive,4,Divorced,9725,0,No,11,3,1,0,Retail and Consumer,0
59,Travel_Rarely,Sales,1,2,Technical Degree,Male,Manager,4,Married,11904,3,Yes,14,3,4,0,Retail and Consumer,0
45,Travel_Rarely,Human Resources,24,4,Medical,Male,Human Resources,2,Single,2177,1,No,16,3,3,0,Professional Services,0
53,Travel_Frequently,Sales,2,3,Marketing,Female,Sales Executive,2,Married,7525,2,No,12,3,7,6,Retail and Consumer,0
36,Travel_Rarely,Research & Development,15,3,Other,Male,Laboratory Technician,3,Divorced,4834,7,No,14,3,0,0,Technology and Services,0
26,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Research Scientist,1,Married,2042,6,Yes,14,3,2,1,Technology and Services,0
34,Travel_Rarely,Sales,10,4,Life Sciences,Female,Sales Representative,3,Married,2220,1,Yes,19,3,1,0,Retail and Consumer,0
28,Travel_Rarely,Sales,10,1,Medical,Male,Sales Representative,2,Married,1359,1,No,22,4,0,0,Retail and Consumer,0
38,Travel_Frequently,Research & Development,3,4,Other,Male,Research Scientist,3,Married,2821,3,No,16,3,2,2,Technology and Services,0
50,Travel_Rarely,Research & Development,2,4,Medical,Male,Research Director,3,Married,19237,2,Yes,11,3,1,7,Technology and Services,0
37,Travel_Rarely,Research & Development,3,3,Other,Female,Healthcare Representative,2,Single,4107,3,No,15,3,3,0,Technology and Services,0
40,Travel_Rarely,Sales,26,3,Marketing,Male,Sales Executive,1,Married,8396,1,No,14,3,7,7,Retail and Consumer,0
26,Travel_Frequently,Research & Development,1,1,Medical,Female,Research Scientist,3,Divorced,2007,1,No,13,3,3,1,Technology and Services,0
46,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,19626,9,No,17,3,2,2,Technology and Services,0
54,Travel_Rarely,Sales,2,4,Life Sciences,Female,Sales Executive,3,Married,10686,6,No,11,3,4,7,Retail and Consumer,0
56,Travel_Frequently,Research & Development,9,3,Medical,Female,Research Scientist,3,Married,2942,2,No,19,3,4,0,Technology and Services,0
36,Travel_Rarely,Research & Development,12,5,Medical,Female,Manufacturing Director,4,Single,8858,0,No,11,3,8,7,Technology and Services,0
55,Non-Travel,Research & Development,2,1,Medical,Male,Manager,1,Single,16756,7,No,15,3,7,6,Technology and Services,0
43,Travel_Rarely,Sales,25,3,Medical,Male,Sales Executive,4,Divorced,10798,5,No,13,3,0,0,Retail and Consumer,0
20,Travel_Frequently,Sales,9,3,Marketing,Female,Sales Representative,4,Single,2323,1,Yes,14,3,2,0,Retail and Consumer,1
21,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,Laboratory Technician,1,Single,1416,1,No,13,3,0,1,Technology and Services,0
46,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,Research Scientist,1,Divorced,4615,8,Yes,23,4,13,1,Technology and Services,0
51,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Research Scientist,3,Married,2461,9,Yes,12,3,0,2,Technology and Services,0
28,Non-Travel,Research & Development,24,2,Technical Degree,Male,Healthcare Representative,1,Single,8722,1,No,12,3,7,1,Technology and Services,0
26,Travel_Rarely,Research & Development,1,2,Medical,Male,Laboratory Technician,1,Married,3955,1,No,16,3,3,1,Technology and Services,0
30,Travel_Rarely,Research & Development,20,3,Other,Male,Manufacturing Director,1,Married,9957,0,No,15,3,2,0,Technology and Services,0
41,Travel_Rarely,Research & Development,7,2,Technical Degree,Female,Research Scientist,3,Married,3376,1,No,13,3,6,0,Technology and Services,0
38,Travel_Rarely,Research & Development,17,1,Life Sciences,Female,Healthcare Representative,3,Married,8823,0,No,18,3,9,1,Technology and Services,0
40,Travel_Rarely,Research & Development,20,4,Technical Degree,Male,Healthcare Representative,4,Married,10322,4,No,20,4,10,11,Technology and Services,0
27,Non-Travel,Research & Development,8,5,Life Sciences,Male,Laboratory Technician,3,Married,4621,1,No,19,3,2,1,Technology and Services,0
55,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,2,Married,10976,3,No,18,3,2,1,Technology and Services,0
28,Travel_Rarely,Research & Development,10,3,Other,Female,Research Scientist,3,Single,3660,3,No,13,3,7,1,Technology and Services,0
44,Travel_Rarely,Human Resources,1,2,Medical,Male,Human Resources,1,Married,10482,9,No,14,3,6,3,Professional Services,1
33,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Healthcare Representative,4,Divorced,7119,4,No,15,3,2,1,Technology and Services,0
35,Travel_Rarely,Sales,4,3,Technical Degree,Male,Sales Executive,1,Single,9582,0,Yes,22,4,7,4,Retail and Consumer,1
33,Travel_Frequently,Research & Development,29,4,Medical,Female,Research Scientist,3,Single,4508,1,No,22,4,7,3,Technology and Services,0
28,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,Laboratory Technician,3,Divorced,2207,1,No,16,3,2,2,Technology and Services,0
34,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,Healthcare Representative,4,Single,7756,0,No,17,3,2,0,Technology and Services,0
37,Travel_Rarely,Sales,10,4,Life Sciences,Female,Sales Executive,4,Divorced,6694,2,Yes,14,3,0,0,Retail and Consumer,0
25,Travel_Rarely,Research & Development,4,1,Technical Degree,Male,Laboratory Technician,4,Married,3691,1,Yes,15,3,7,5,Technology and Services,0
26,Travel_Rarely,Research & Development,21,3,Medical,Male,Laboratory Technician,3,Divorced,2377,1,No,20,4,1,0,Technology and Services,0
33,Travel_Rarely,Research & Development,25,3,Medical,Male,Research Scientist,2,Single,2313,4,Yes,20,4,2,2,Technology and Services,0
42,Travel_Rarely,Research & Development,2,2,Medical,Male,Manager,1,Married,17665,0,No,17,3,6,13,Technology and Services,0
28,Travel_Frequently,Research & Development,1,3,Medical,Male,Laboratory Technician,2,Divorced,2596,1,No,15,3,0,0,Technology and Services,0
50,Travel_Frequently,Sales,1,4,Other,Male,Sales Executive,3,Single,4728,3,Yes,14,3,0,0,Retail and Consumer,1
33,Travel_Frequently,Sales,7,3,Life Sciences,Female,Sales Executive,2,Married,4302,0,No,17,3,2,0,Retail and Consumer,0
34,Non-Travel,Research & Development,3,4,Life Sciences,Male,Research Scientist,4,Married,2979,3,No,17,3,0,0,Technology and Services,0
48,Non-Travel,Research & Development,1,4,Medical,Male,Manager,4,Single,16885,2,No,22,4,4,2,Technology and Services,0
45,Non-Travel,Sales,9,4,Life Sciences,Female,Sales Executive,3,Married,5593,1,No,13,3,10,4,Retail and Consumer,0
52,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,2,Single,10445,7,No,19,3,6,4,Technology and Services,0
38,Travel_Rarely,Sales,10,4,Marketing,Male,Sales Executive,3,Divorced,8740,0,Yes,14,3,7,2,Retail and Consumer,0
29,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,Research Scientist,4,Divorced,2514,4,No,22,4,5,1,Technology and Services,0
28,Travel_Rarely,Research & Development,3,3,Medical,Female,Manufacturing Director,2,Divorced,7655,0,No,17,3,7,1,Technology and Services,0
46,Travel_Rarely,Sales,3,1,Marketing,Male,Manager,3,Married,17465,3,No,12,3,9,4,Retail and Consumer,0
38,Travel_Rarely,Sales,2,2,Marketing,Male,Sales Executive,2,Single,7351,7,No,16,3,0,0,Retail and Consumer,0
43,Travel_Frequently,Research & Development,27,3,Life Sciences,Female,Manufacturing Director,1,Married,10820,8,No,11,3,7,0,Technology and Services,0
39,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,4,Divorced,12169,7,No,11,3,7,11,Technology and Services,0
40,Travel_Rarely,Research & Development,14,3,Medical,Male,Research Director,3,Single,19626,1,No,14,3,7,4,Technology and Services,0
21,Travel_Rarely,Research & Development,1,1,Technical Degree,Female,Research Scientist,2,Single,2070,1,Yes,11,3,2,2,Technology and Services,0
39,Non-Travel,Research & Development,9,3,Life Sciences,Male,Laboratory Technician,2,Single,6782,9,No,15,3,4,0,Technology and Services,0
36,Non-Travel,Research & Development,18,4,Life Sciences,Male,Manufacturing Director,4,Single,7779,2,No,20,4,9,0,Technology and Services,0
31,Travel_Frequently,Sales,20,3,Life Sciences,Male,Sales Representative,4,Married,2791,0,No,12,3,2,2,Retail and Consumer,0
28,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,Research Scientist,2,Married,3201,0,No,17,3,3,0,Technology and Services,0
35,Travel_Frequently,Sales,11,2,Marketing,Male,Sales Executive,4,Divorced,4968,1,No,11,3,2,0,Retail and Consumer,0
49,Travel_Rarely,Sales,8,4,Technical Degree,Male,Sales Executive,2,Married,13120,6,No,17,3,8,2,Retail and Consumer,0
34,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,3,Single,4033,2,No,11,3,2,0,Technology and Services,0
29,Travel_Frequently,Research & Development,10,3,Life Sciences,Female,Research Scientist,2,Divorced,3291,0,No,14,3,5,1,Technology and Services,0
42,Travel_Rarely,Research & Development,29,3,Medical,Male,Laboratory Technician,4,Single,4272,4,No,19,3,0,0,Technology and Services,0
29,Travel_Rarely,Research & Development,8,1,Medical,Male,Manufacturing Director,4,Married,5056,1,Yes,15,3,7,1,Technology and Services,0
38,Travel_Rarely,Human Resources,1,3,Human Resources,Male,Human Resources,3,Married,2844,1,No,13,3,6,5,Professional Services,0
